Row,Month,Australian,International,OutFlightsAll,OutSeatsMax,Country,State,Latitude,Longitude,Population,Melbourne_Country,Melbourne_State,Melbourne_Latitude,Melbourne_Longitude,Melbourne_Population,PaxOut,PaxOut2,Average_Load_Factor,Port Country,Port Region,Airline_Count,Month_Name,Month_Number
959,1/11/2011,Melbourne,Queenstown,8,1425,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,1195,1195,0.8386,New Zealand,New Zealand,1,November,11
960,1/11/2011,Melbourne,Honolulu,3,923,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,66,66,0.0715,USA,N America,1,November,11
961,1/11/2011,Melbourne,Beijing,37,9356,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,3518,3518,0.376,China,NE Asia,2,November,11
962,1/11/2011,Melbourne,Chicago,22,8228,United States,Illinois,41.831937,-87.752001,8990000,Australia,Victoria,-37.818086,144.97307,4170000,216,216,0.0263,USA,N America,1,November,11
963,1/11/2011,Melbourne,Christchurch,81,13987,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,11913,11913,0.8517,New Zealand,New Zealand,3,November,11
964,1/11/2011,Melbourne,Bangkok,72,22800,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,14624,14624,0.6414,Thailand,SE Asia,2,November,11
965,1/11/2011,Melbourne,Abu Dhabi,30,8136,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,6169,6169,0.7582,United Arab Emirates,Middle East,1,November,11
966,1/11/2011,Melbourne,Auckland,241,52341,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,41363,41363,0.7903,New Zealand,New Zealand,5,November,11
967,1/11/2011,Melbourne,Bandar Seri Begawan,17,4845,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,2652,2652,0.5474,Brunei,SE Asia,1,November,11
968,1/11/2011,Melbourne,Hanoi,30,7980,Vietnam,ThÃƒÂ¡i NguyÃƒÂªn,21.035273,105.848068,4378000,Australia,Victoria,-37.818086,144.97307,4170000,996,996,0.1248,Vietnam,SE Asia,1,November,11
969,1/11/2011,Melbourne,Ho Chi Minh City,30,7980,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,4774,4774,0.5982,Vietnam,SE Asia,1,November,11
970,1/11/2011,Melbourne,Hong Kong,120,34286,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,24473,24473,0.7138,Hong Kong (SAR),NE Asia,2,November,11
971,1/11/2011,Melbourne,Guangzhou,49,12642,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,9848,9848,0.779,China,NE Asia,1,November,11
972,1/11/2011,Melbourne,Denpasar,66,16149,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,10003,10003,0.6194,Indonesia,SE Asia,3,November,11
973,1/11/2011,Melbourne,Doha,30,7770,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,5228,5228,0.6728,Qatar,Middle East,1,November,11
974,1/11/2011,Melbourne,Dubai,90,32026,United Arab Emirates,Dubay,25.231942,55.278029,1379000,Australia,Victoria,-37.818086,144.97307,4170000,12368,12368,0.3862,United Arab Emirates,Middle East,1,November,11
975,1/12/2011,Melbourne,Los Angeles,107,35355,United States,California,33.991924,-118.181926,12500000,Australia,Victoria,-37.818086,144.97307,4170000,19561,19561,0.5533,USA,N America,3,December,12
976,1/12/2011,Melbourne,Manila,30,8224,Philippines,Metropolitan Manila,14.606105,120.980271,11100000,Australia,Victoria,-37.818086,144.97307,4170000,2488,2488,0.3025,Philippines,SE Asia,1,December,12
977,1/12/2011,Melbourne,Mauritius,6,1788,Mauritius,Mauritius,-20.166639,57.499994,595491,Australia,Victoria,-37.818086,144.97307,4170000,1279,1279,0.7153,Mauritius,Africa,1,December,12
978,1/12/2011,Melbourne,London,61,24465,United Kingdom,Westminster,51.501941,-0.118668,8567000,Australia,Victoria,-37.818086,144.97307,4170000,7713,7713,0.3153,UK,Europe,1,December,12
979,1/12/2011,Melbourne,Honolulu,10,2857,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,1338,1338,0.4683,USA,N America,2,December,12
980,1/12/2011,Melbourne,Jakarta,18,5274,Indonesia,Jakarta Raya,-6.172472,106.827492,9125000,Australia,Victoria,-37.818086,144.97307,4170000,3918,3918,0.7429,Indonesia,SE Asia,1,December,12
981,1/12/2011,Melbourne,Kuala Lumpur,146,48528,Malaysia,Selangor,3.168612,101.698037,1448000,Australia,Victoria,-37.818086,144.97307,4170000,39923,39923,0.8227,Malaysia,SE Asia,3,December,12
982,1/12/2011,Melbourne,Nadi,35,8228,Fiji,Central,-17.755391,177.443378,42000,Australia,Victoria,-37.818086,144.97307,4170000,6313,6313,0.7673,Fiji,Islands,2,December,12
983,1/12/2011,Melbourne,Shanghai,54,12395,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,8860,8860,0.7148,China,NE Asia,2,December,12
984,1/12/2011,Melbourne,Singapore,186,66439,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,53278,53278,0.8019,Singapore,SE Asia,4,December,12
985,1/12/2011,Melbourne,Wellington,67,11078,New Zealand,Manawatu-Wanganui,-41.299988,174.783266,393400,Australia,Victoria,-37.818086,144.97307,4170000,9499,9499,0.8575,New Zealand,New Zealand,2,December,12
986,1/12/2011,Melbourne,Seoul,14,3326,"Korea, South",Seoul,37.568295,126.997785,9796000,Australia,Victoria,-37.818086,144.97307,4170000,2943,2943,0.8848,Korea,NE Asia,1,December,12
987,1/12/2011,Melbourne,Phuket,9,2457,Thailand,Phuket,8.1132,98.316872,79000,Australia,Victoria,-37.818086,144.97307,4170000,2190,2190,0.8913,Thailand,SE Asia,1,December,12
988,1/12/2011,Melbourne,Port Vila,5,850,Vanuatu,Shefa,-17.73335,168.316641,44040,Australia,Victoria,-37.818086,144.97307,4170000,399,399,0.4694,Vanuatu,Islands,1,December,12
989,1/12/2011,Melbourne,Queenstown,15,2585,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,2160,2160,0.8356,New Zealand,New Zealand,2,December,12
990,1/12/2011,Melbourne,Beijing,62,16831,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,4510,4510,0.268,China,NE Asia,2,December,12
991,1/12/2011,Melbourne,Chicago,27,10098,United States,Illinois,41.831937,-87.752001,8990000,Australia,Victoria,-37.818086,144.97307,4170000,238,238,0.0236,USA,N America,1,December,12
992,1/12/2011,Melbourne,Christchurch,86,14999,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,13615,13615,0.9077,New Zealand,New Zealand,3,December,12
993,1/12/2011,Melbourne,Bangkok,75,24286,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,20416,20416,0.8406,Thailand,SE Asia,2,December,12
994,1/12/2011,Melbourne,Abu Dhabi,31,8480,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,7926,7926,0.9347,United Arab Emirates,Middle East,1,December,12
995,1/12/2011,Melbourne,Auckland,258,54991,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,46657,46657,0.8484,New Zealand,New Zealand,5,December,12
996,1/12/2011,Melbourne,Bandar Seri Begawan,18,5130,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,4700,4700,0.9162,Brunei,SE Asia,1,December,12
997,1/12/2011,Melbourne,Denpasar,78,19657,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,13215,13215,0.6723,Indonesia,SE Asia,3,December,12
998,1/12/2011,Melbourne,Hanoi,31,8246,Vietnam,ThÃƒÂ¡i NguyÃƒÂªn,21.035273,105.848068,4378000,Australia,Victoria,-37.818086,144.97307,4170000,989,989,0.1199,Vietnam,SE Asia,1,December,12
999,1/12/2011,Melbourne,Ho Chi Minh City,31,8246,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,6177,6177,0.7491,Vietnam,SE Asia,1,December,12
1000,1/12/2011,Melbourne,Hong Kong,123,35125,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,26848,26848,0.7644,Hong Kong (SAR),NE Asia,2,December,12
1001,1/12/2011,Melbourne,Guangzhou,62,15996,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,13477,13477,0.8425,China,NE Asia,1,December,12
1002,1/12/2011,Melbourne,Doha,31,8029,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,6817,6817,0.849,Qatar,Middle East,1,December,12
1003,1/12/2011,Melbourne,Dubai,93,33094,United Arab Emirates,Dubay,25.231942,55.278029,1379000,Australia,Victoria,-37.818086,144.97307,4170000,15576,15576,0.4707,United Arab Emirates,Middle East,1,December,12
1004,1/12/2011,Melbourne,Dunedin,9,1620,New Zealand,Otago,-45.885423,170.491016,117700,Australia,Victoria,-37.818086,144.97307,4170000,1200,1200,0.7407,New Zealand,New Zealand,1,December,12
1005,1/01/2012,Melbourne,Los Angeles,105,35044,United States,California,33.991924,-118.181926,12500000,Australia,Victoria,-37.818086,144.97307,4170000,18642,18642,0.532,USA,N America,3,January,1
1006,1/01/2012,Melbourne,Manila,30,8398,Philippines,Metropolitan Manila,14.606105,120.980271,11100000,Australia,Victoria,-37.818086,144.97307,4170000,1934,1934,0.2303,Philippines,SE Asia,1,January,1
1007,1/01/2012,Melbourne,Mauritius,7,2092,Mauritius,Mauritius,-20.166639,57.499994,595491,Australia,Victoria,-37.818086,144.97307,4170000,1096,1096,0.5239,Mauritius,Africa,1,January,1
1008,1/01/2012,Melbourne,London,62,24817,United Kingdom,Westminster,51.501941,-0.118668,8567000,Australia,Victoria,-37.818086,144.97307,4170000,7300,7300,0.2942,UK,Europe,1,January,1
1009,1/01/2012,Melbourne,Honolulu,13,3706,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,1688,1688,0.4555,USA,N America,2,January,1
1010,1/01/2012,Melbourne,Jakarta,16,4688,Indonesia,Jakarta Raya,-6.172472,106.827492,9125000,Australia,Victoria,-37.818086,144.97307,4170000,3006,3006,0.6412,Indonesia,SE Asia,1,January,1
1011,1/01/2012,Melbourne,Kuala Lumpur,146,48503,Malaysia,Selangor,3.168612,101.698037,1448000,Australia,Victoria,-37.818086,144.97307,4170000,31105,31105,0.6413,Malaysia,SE Asia,3,January,1
1012,1/01/2012,Melbourne,Nadi,41,8496,Fiji,Central,-17.755391,177.443378,42000,Australia,Victoria,-37.818086,144.97307,4170000,5969,5969,0.7026,Fiji,Islands,2,January,1
1013,1/01/2012,Melbourne,Shanghai,53,13355,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,8700,8700,0.6514,China,NE Asia,2,January,1
1014,1/01/2012,Melbourne,Singapore,186,65259,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,41716,41716,0.6392,Singapore,SE Asia,4,January,1
1015,1/01/2012,Melbourne,Wellington,66,10919,New Zealand,Manawatu-Wanganui,-41.299988,174.783266,393400,Australia,Victoria,-37.818086,144.97307,4170000,8553,8553,0.7833,New Zealand,New Zealand,2,January,1
1016,1/01/2012,Melbourne,Seoul,13,2938,"Korea, South",Seoul,37.568295,126.997785,9796000,Australia,Victoria,-37.818086,144.97307,4170000,2530,2530,0.8611,Korea,NE Asia,1,January,1
1017,1/01/2012,Melbourne,Phuket,9,2457,Thailand,Phuket,8.1132,98.316872,79000,Australia,Victoria,-37.818086,144.97307,4170000,2113,2113,0.86,Thailand,SE Asia,1,January,1
1018,1/01/2012,Melbourne,Port Vila,4,680,Vanuatu,Shefa,-17.73335,168.316641,44040,Australia,Victoria,-37.818086,144.97307,4170000,314,314,0.4618,Vanuatu,Islands,1,January,1
1019,1/01/2012,Melbourne,Queenstown,23,4002,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,2623,2623,0.6554,New Zealand,New Zealand,2,January,1
1020,1/01/2012,Melbourne,Beijing,66,17744,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,4531,4531,0.2554,China,NE Asia,2,January,1
1021,1/01/2012,Melbourne,Chicago,22,8228,United States,Illinois,41.831937,-87.752001,8990000,Australia,Victoria,-37.818086,144.97307,4170000,155,155,0.0188,USA,N America,1,January,1
1022,1/01/2012,Melbourne,Christchurch,92,15950,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,13481,13481,0.8452,New Zealand,New Zealand,3,January,1
1023,1/01/2012,Melbourne,Bangkok,80,26214,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,18989,18989,0.7244,Thailand,SE Asia,2,January,1
1024,1/01/2012,Melbourne,Abu Dhabi,31,8520,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,7398,7398,0.8683,United Arab Emirates,Middle East,1,January,1
1025,1/01/2012,Melbourne,Auckland,263,55135,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,41956,41956,0.761,New Zealand,New Zealand,5,January,1
1026,1/01/2012,Melbourne,Bandar Seri Begawan,17,4845,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,3772,3772,0.7785,Brunei,SE Asia,1,January,1
1027,1/01/2012,Melbourne,Denpasar,82,20703,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,12608,12608,0.609,Indonesia,SE Asia,3,January,1
1028,1/01/2012,Melbourne,Hanoi,31,8246,Vietnam,ThÃƒÂ¡i NguyÃƒÂªn,21.035273,105.848068,4378000,Australia,Victoria,-37.818086,144.97307,4170000,868,868,0.1053,Vietnam,SE Asia,1,January,1
1029,1/01/2012,Melbourne,Ho Chi Minh City,31,8246,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,5180,5180,0.6282,Vietnam,SE Asia,1,January,1
1030,1/01/2012,Melbourne,Hong Kong,124,35478,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,23709,23709,0.6683,Hong Kong (SAR),NE Asia,2,January,1
1031,1/01/2012,Melbourne,Guangzhou,62,15996,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,10705,10705,0.6692,China,NE Asia,1,January,1
1032,1/01/2012,Melbourne,Doha,31,8029,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,6508,6508,0.8106,Qatar,Middle East,1,January,1
1033,1/01/2012,Melbourne,Dubai,93,33066,United Arab Emirates,Dubay,25.231942,55.278029,1379000,Australia,Victoria,-37.818086,144.97307,4170000,18018,18018,0.5449,United Arab Emirates,Middle East,1,January,1
1034,1/01/2012,Melbourne,Dunedin,8,1440,New Zealand,Otago,-45.885423,170.491016,117700,Australia,Victoria,-37.818086,144.97307,4170000,952,952,0.6611,New Zealand,New Zealand,1,January,1
1035,1/02/2012,Melbourne,Manila,30,8262,Philippines,Metropolitan Manila,14.606105,120.980271,11100000,Australia,Victoria,-37.818086,144.97307,4170000,2144,2144,0.2595,Philippines,SE Asia,1,February,2
1036,1/02/2012,Melbourne,Mauritius,5,1498,Mauritius,Mauritius,-20.166639,57.499994,595491,Australia,Victoria,-37.818086,144.97307,4170000,576,576,0.3845,Mauritius,Africa,1,February,2
1037,1/02/2012,Melbourne,Nadi,24,5260,Fiji,Central,-17.755391,177.443378,42000,Australia,Victoria,-37.818086,144.97307,4170000,3037,3037,0.5774,Fiji,Islands,2,February,2
1038,1/02/2012,Melbourne,Los Angeles,97,32414,United States,California,33.991924,-118.181926,12500000,Australia,Victoria,-37.818086,144.97307,4170000,14868,14868,0.4587,USA,N America,3,February,2
1039,1/02/2012,Melbourne,Jakarta,14,4102,Indonesia,Jakarta Raya,-6.172472,106.827492,9125000,Australia,Victoria,-37.818086,144.97307,4170000,2051,2051,0.5,Indonesia,SE Asia,1,February,2
1040,1/02/2012,Melbourne,Kuala Lumpur,116,37630,Malaysia,Selangor,3.168612,101.698037,1448000,Australia,Victoria,-37.818086,144.97307,4170000,19245,19245,0.5114,Malaysia,SE Asia,3,February,2
1041,1/02/2012,Melbourne,London,54,21840,United Kingdom,Westminster,51.501941,-0.118668,8567000,Australia,Victoria,-37.818086,144.97307,4170000,6125,6125,0.2804,UK,Europe,1,February,2
1042,1/02/2012,Melbourne,Shanghai,49,11299,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,7189,7189,0.6363,China,NE Asia,2,February,2
1043,1/02/2012,Melbourne,Singapore,174,59795,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,35477,35477,0.5933,Singapore,SE Asia,4,February,2
1044,1/02/2012,Melbourne,Wellington,62,10215,New Zealand,Manawatu-Wanganui,-41.299988,174.783266,393400,Australia,Victoria,-37.818086,144.97307,4170000,7452,7452,0.7295,New Zealand,New Zealand,2,February,2
1045,1/02/2012,Melbourne,Seoul,12,2712,"Korea, South",Seoul,37.568295,126.997785,9796000,Australia,Victoria,-37.818086,144.97307,4170000,2230,2230,0.8223,Korea,NE Asia,1,February,2
1046,1/02/2012,Melbourne,Phuket,4,1092,Thailand,Phuket,8.1132,98.316872,79000,Australia,Victoria,-37.818086,144.97307,4170000,984,984,0.9011,Thailand,SE Asia,1,February,2
1047,1/02/2012,Melbourne,Port Vila,4,680,Vanuatu,Shefa,-17.73335,168.316641,44040,Australia,Victoria,-37.818086,144.97307,4170000,194,194,0.2853,Vanuatu,Islands,1,February,2
1048,1/02/2012,Melbourne,Queenstown,16,2808,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,2042,2042,0.7272,New Zealand,New Zealand,2,February,2
1049,1/02/2012,Melbourne,Honolulu,9,2584,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,901,901,0.3487,USA,N America,2,February,2
1050,1/02/2012,Melbourne,Beijing,60,16100,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,3988,3988,0.2477,China,NE Asia,2,February,2
1051,1/02/2012,Melbourne,Chicago,17,6358,United States,Illinois,41.831937,-87.752001,8990000,Australia,Victoria,-37.818086,144.97307,4170000,207,207,0.0326,USA,N America,1,February,2
1052,1/02/2012,Melbourne,Christchurch,77,13388,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,11222,11222,0.8382,New Zealand,New Zealand,3,February,2
1053,1/02/2012,Melbourne,Bangkok,62,19879,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,13750,13750,0.6917,Thailand,SE Asia,2,February,2
1054,1/02/2012,Melbourne,Abu Dhabi,29,7896,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,5519,5519,0.699,United Arab Emirates,Middle East,1,February,2
1055,1/02/2012,Melbourne,Auckland,243,50707,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,36417,36417,0.7182,New Zealand,New Zealand,5,February,2
1056,1/02/2012,Melbourne,Bandar Seri Begawan,18,5130,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,1944,1944,0.3789,Brunei,SE Asia,1,February,2
1057,1/02/2012,Melbourne,Hanoi,29,8120,Vietnam,ThÃƒÂ¡i NguyÃƒÂªn,21.035273,105.848068,4378000,Australia,Victoria,-37.818086,144.97307,4170000,412,412,0.0507,Vietnam,SE Asia,1,February,2
1058,1/02/2012,Melbourne,Ho Chi Minh City,29,8120,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,3178,3178,0.3914,Vietnam,SE Asia,1,February,2
1059,1/02/2012,Melbourne,Hong Kong,116,33196,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,19225,19225,0.5791,Hong Kong (SAR),NE Asia,2,February,2
1060,1/02/2012,Melbourne,Guangzhou,50,12900,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,7442,7442,0.5769,China,NE Asia,1,February,2
1061,1/02/2012,Melbourne,Denpasar,66,16136,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,8772,8772,0.5436,Indonesia,SE Asia,3,February,2
1062,1/02/2012,Melbourne,Doha,29,7511,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,4514,4514,0.601,Qatar,Middle East,1,February,2
1063,1/02/2012,Melbourne,Dubai,87,30950,United Arab Emirates,Dubay,25.231942,55.278029,1379000,Australia,Victoria,-37.818086,144.97307,4170000,11314,11314,0.3656,United Arab Emirates,Middle East,1,February,2
1064,1/03/2012,Melbourne,Los Angeles,106,35422,United States,California,33.991924,-118.181926,12500000,Australia,Victoria,-37.818086,144.97307,4170000,20331,20331,0.574,USA,N America,3,March,3
1065,1/03/2012,Melbourne,Manila,31,8868,Philippines,Metropolitan Manila,14.606105,120.980271,11100000,Australia,Victoria,-37.818086,144.97307,4170000,2368,2368,0.267,Philippines,SE Asia,1,March,3
1066,1/03/2012,Melbourne,Mauritius,4,1196,Mauritius,Mauritius,-20.166639,57.499994,595491,Australia,Victoria,-37.818086,144.97307,4170000,590,590,0.4933,Mauritius,Africa,1,March,3
1067,1/03/2012,Melbourne,London,51,20973,United Kingdom,Westminster,51.501941,-0.118668,8567000,Australia,Victoria,-37.818086,144.97307,4170000,7963,7963,0.3797,UK,Europe,1,March,3
1068,1/03/2012,Melbourne,Honolulu,4,1212,United States,Hawaii,21.308822,-157.859944,786000,Australia,Victoria,-37.818086,144.97307,4170000,91,91,0.0751,USA,N America,1,March,3
1069,1/03/2012,Melbourne,Jakarta,18,5274,Indonesia,Jakarta Raya,-6.172472,106.827492,9125000,Australia,Victoria,-37.818086,144.97307,4170000,2823,2823,0.5353,Indonesia,SE Asia,1,March,3
1070,1/03/2012,Melbourne,Kuala Lumpur,124,40229,Malaysia,Selangor,3.168612,101.698037,1448000,Australia,Victoria,-37.818086,144.97307,4170000,25537,25537,0.6348,Malaysia,SE Asia,3,March,3
1071,1/03/2012,Melbourne,Shanghai,54,12204,China,Shanghai,31.218398,121.434559,14987000,Australia,Victoria,-37.818086,144.97307,4170000,7899,7899,0.6472,China,NE Asia,2,March,3
1072,1/03/2012,Melbourne,Singapore,193,65505,Singapore,,1.294979,103.853875,5183700,Australia,Victoria,-37.818086,144.97307,4170000,43323,43323,0.6614,Singapore,SE Asia,4,March,3
1073,1/03/2012,Melbourne,Wellington,63,10460,New Zealand,Manawatu-Wanganui,-41.299988,174.783266,393400,Australia,Victoria,-37.818086,144.97307,4170000,7900,7900,0.7553,New Zealand,New Zealand,2,March,3
1074,1/03/2012,Melbourne,Seoul,14,3164,"Korea, South",Seoul,37.568295,126.997785,9796000,Australia,Victoria,-37.818086,144.97307,4170000,2085,2085,0.659,Korea,NE Asia,1,March,3
1075,1/03/2012,Melbourne,Nadi,33,6922,Fiji,Central,-17.755391,177.443378,42000,Australia,Victoria,-37.818086,144.97307,4170000,4937,4937,0.7132,Fiji,Islands,2,March,3
1076,1/03/2012,Melbourne,Port Vila,5,850,Vanuatu,Shefa,-17.73335,168.316641,44040,Australia,Victoria,-37.818086,144.97307,4170000,315,315,0.3706,Vanuatu,Islands,1,March,3
1077,1/03/2012,Melbourne,Queenstown,17,2969,New Zealand,Otago,-45.02111,168.739167,15000,Australia,Victoria,-37.818086,144.97307,4170000,2154,2154,0.7255,New Zealand,New Zealand,2,March,3
1078,1/03/2012,Melbourne,Beijing,49,13139,China,Beijing,39.930838,116.38634,11106000,Australia,Victoria,-37.818086,144.97307,4170000,2138,2138,0.1627,China,NE Asia,2,March,3
1079,1/03/2012,Melbourne,Chicago,21,7854,United States,Illinois,41.831937,-87.752001,8990000,Australia,Victoria,-37.818086,144.97307,4170000,216,216,0.0275,USA,N America,1,March,3
1080,1/03/2012,Melbourne,Christchurch,81,14028,New Zealand,Canterbury,-43.535022,172.630023,363200,Australia,Victoria,-37.818086,144.97307,4170000,11705,11705,0.8344,New Zealand,New Zealand,3,March,3
1081,1/03/2012,Melbourne,Bangkok,67,21271,Thailand,Bangkok Metropolis,13.751945,100.514699,6704000,Australia,Victoria,-37.818086,144.97307,4170000,15843,15843,0.7448,Thailand,SE Asia,2,March,3
1082,1/03/2012,Melbourne,Abu Dhabi,31,8168,United Arab Emirates,Abu Dhabi,24.466684,54.366593,603492,Australia,Victoria,-37.818086,144.97307,4170000,7509,7509,0.9193,United Arab Emirates,Middle East,1,March,3
1083,1/03/2012,Melbourne,Auckland,265,55642,New Zealand,Auckland,-36.848055,174.763027,1377200,Australia,Victoria,-37.818086,144.97307,4170000,40587,40587,0.7294,New Zealand,New Zealand,5,March,3
1084,1/03/2012,Melbourne,Bandar Seri Begawan,20,5700,Brunei,Brunei and Muara,4.883331,114.933284,296500,Australia,Victoria,-37.818086,144.97307,4170000,3465,3465,0.6079,Brunei,SE Asia,1,March,3
1085,1/03/2012,Melbourne,Hanoi,31,8680,Vietnam,ThÃƒÂ¡i NguyÃƒÂªn,21.035273,105.848068,4378000,Australia,Victoria,-37.818086,144.97307,4170000,963,963,0.1109,Vietnam,SE Asia,1,March,3
1086,1/03/2012,Melbourne,Ho Chi Minh City,31,8680,Vietnam,H? ChÃƒÂ­ Minh city,10.781971,106.693081,5314000,Australia,Victoria,-37.818086,144.97307,4170000,4464,4464,0.5143,Vietnam,SE Asia,1,March,3
1087,1/03/2012,Melbourne,Hong Kong,124,35092,China,,22.306927,114.183064,7206000,Australia,Victoria,-37.818086,144.97307,4170000,21214,21214,0.6045,Hong Kong (SAR),NE Asia,2,March,3
1088,1/03/2012,Melbourne,Guangzhou,45,11610,China,Guangdong,23.146927,113.323064,8829000,Australia,Victoria,-37.818086,144.97307,4170000,8198,8198,0.7061,China,NE Asia,1,March,3
1089,1/03/2012,Melbourne,Denpasar,70,17183,Indonesia,Bali,-8.748168,115.167172,4300000,Australia,Victoria,-37.818086,144.97307,4170000,11787,11787,0.686,Indonesia,SE Asia,3,March,3
1090,1/03/2012,Melbourne,Doha,31,8029,Qatar,Ad Dawhah,25.286556,51.532968,1450000,Australia,Victoria,-37.818086,144.97307,4170000,6361,6361,0.7923,Qatar,Middle East,1,March,3
